world,supervision_budget,checkpoint,optimizer_updates,model_seed,world_seed,data_order_seed,pair_split_seed,held_out_point_seed,held_out_point_count,evaluation_protocol,recovery_anchor_count,pair_split_digest,held_out_pair_digest,point_split_digest,training_pair_n_examples,training_pair_normalized_mae,training_pair_normalized_rmse,training_pair_mae,training_pair_rmse,training_pair_r2,training_pair_pearson,training_pair_spearman,held_out_pair_n_examples,held_out_pair_normalized_mae,held_out_pair_normalized_rmse,held_out_pair_mae,held_out_pair_rmse,held_out_pair_r2,held_out_pair_pearson,held_out_pair_spearman,cv_probe_r2_mean,coordinate_probe_status,embedding_distance_spearman,nearest_recall,distance_geometry_status,embedding_intrinsic_dimension,intrinsic_dimension_status
octahedron,5000,1,1,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.10607320815324783,0.12942591309547424,0.33323881147694434,0.4066034977648929,-0.4280265006243238,-0.00883463304489851,-0.011813344841384356,1000,0.1015835851430893,0.12646707892417908,0.31913424481084257,0.39730804606916154,-0.40664215413271987,0.052424393594264984,0.048761436761436766,-0.014077177166493227,supported,0.013730034389300344,0.0,supported,20.71431854488259,supported
octahedron,5000,1000,1000,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.004869356751441956,0.006275909021496773,0.015297535398037907,0.019716349676532168,0.9966422594577677,0.9984173774719238,0.9985817146872346,1000,0.016071053221821785,0.021486496552824974,0.0504887027371259,0.06750181972173736,0.9593968345684099,0.9799707531929016,0.984958944958945,0.7390611174679387,supported,0.7385256896572568,0.055,supported,16.318847484723968,supported
octahedron,5000,2000,2000,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.009007139131426811,0.011326848529279232,0.02829676212515162,0.03558434412790799,0.9890626522354357,0.9957128167152405,0.9961762608070504,1000,0.016285905614495277,0.021691223606467247,0.05116368143555513,0.068144988729451,0.9586194039928176,0.9807036519050598,0.9853526533526534,0.7963299392016886,supported,0.7811737916157379,0.08,supported,15.695664131388673,supported
octahedron,5000,3000,3000,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.006732986308634281,0.00834435410797596,0.021152300323926117,0.026214561564569087,0.9940641991019337,0.9980301260948181,0.9981177412687096,1000,0.01470880676060915,0.019345056265592575,0.04620907926220159,0.060774286647266834,0.9670869148344053,0.9846014976501465,0.9885388125388126,0.843260950138753,supported,0.8185052836810529,0.0875,supported,14.582389574324342,supported
octahedron,5000,4000,4000,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.005986769683659077,0.00754863815382123,0.018807991656917444,0.023714746168652396,0.9951422958032158,0.9980578422546387,0.9981778811670715,1000,0.013230853714048862,0.01756971701979637,0.041565952828777133,0.055196893915043836,0.9728507308342269,0.9878619909286499,0.9911651111651113,0.8778195448429622,supported,0.8445132692011327,0.1075,supported,14.285106763467452,supported
octahedron,5000,5000,5000,0,0,0,0,0,0,held_out_pairs,,ee3400e8a80ae4a8e68a730d18ff5671aad410467df45fd528da658dee2cc076,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,0.004161742515861988,0.005373324733227491,0.013074499713964325,0.01688079750725982,0.9975386124044506,0.9988232851028442,0.9988553138341851,1000,0.011314940638840199,0.015621988102793694,0.03554693438678497,0.04907792305820382,0.9785364651341384,0.9898716807365417,0.9928023328023328,0.9026754366620311,supported,0.8670666615306667,0.125,supported,13.710525778497683,supported
