world,supervision_budget,checkpoint,optimizer_updates,model_seed,world_seed,data_order_seed,pair_split_seed,held_out_point_seed,held_out_point_count,evaluation_protocol,recovery_anchor_count,pair_split_digest,held_out_pair_digest,point_split_digest,training_pair_n_examples,training_pair_normalized_mae,training_pair_normalized_rmse,training_pair_mae,training_pair_rmse,training_pair_r2,training_pair_pearson,training_pair_spearman,held_out_pair_n_examples,held_out_pair_normalized_mae,held_out_pair_normalized_rmse,held_out_pair_mae,held_out_pair_rmse,held_out_pair_r2,held_out_pair_pearson,held_out_pair_spearman,cv_probe_r2_mean,coordinate_probe_status,embedding_distance_spearman,nearest_recall,distance_geometry_status,embedding_intrinsic_dimension,intrinsic_dimension_status
octahedron,20000,1,1,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.12985819578170776,0.15700112283229828,0.40796155387623817,0.493233574095297,-1.1194666945165217,-0.0018521833699196577,-0.0048634295312278775,1000,0.1298189014196396,0.15555565059185028,0.4078381069970373,0.4886924891237376,-1.1281400847868186,-0.0030687295366078615,-0.002294558294558295,-0.010556324191479855,supported,0.006090290448902905,0.0025,supported,21.530964847729926,supported
octahedron,20000,1000,1000,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.007449524011462927,0.009300568141043186,0.023403369907152697,0.029218596546112554,0.9925622760296323,0.9971230030059814,0.997688574958573,1000,0.008308395743370056,0.010463484562933445,0.026101595030488076,0.03287200623386192,0.9903709963510081,0.9960545301437378,0.997025437025437,0.8576098515459106,supported,0.8978773436667734,0.12,supported,16.76427876771443,supported
octahedron,20000,2000,2000,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.005561466328799725,0.007105705328285694,0.01747186176174421,0.022323231657916186,0.9956585435662832,0.997829794883728,0.9981215505859141,1000,0.005988237448036671,0.007874231785535812,0.018812602774703296,0.02473762873010255,0.9945468804937645,0.9972967505455017,0.9977831777831778,0.8825507852616502,supported,0.9211322506513225,0.16,supported,14.33852687052855,supported
octahedron,20000,3000,3000,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.005337170325219631,0.006577438209205866,0.01676721508466744,0.02066363155748195,0.9962800712281202,0.998841404914856,0.9989963726366072,1000,0.005618827883154154,0.007184663787484169,0.017652068399502577,0.022571286973272885,0.9954601493754555,0.9983829855918884,0.9986614826614828,0.9016299426229771,supported,0.9322483692344836,0.22,supported,11.95800968391391,supported
octahedron,20000,4000,4000,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.004187420476227999,0.005233142990618944,0.013155169405609353,0.016440403574513394,0.997645242237323,0.9990801215171814,0.9992219186375473,1000,0.004742325749248266,0.006054428406059742,0.014898455734768064,0.019020547802162648,0.9967761490659175,0.9986439943313599,0.998928122928123,0.9177087514488749,supported,0.939431396722314,0.2475,supported,11.038407896001509,supported
octahedron,20000,5000,5000,3,0,0,0,0,0,held_out_pairs,,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,20000,0.005297231953591108,0.006601421628147364,0.016641744989762935,0.02073897769023653,0.9962528936646784,0.9988712668418884,0.9990123945232743,1000,0.005578695330768824,0.007070458959788084,0.017525988267759016,0.022212501925578377,0.9956033302838397,0.998548686504364,0.9987631347631347,0.928933402438694,supported,0.9418623370306233,0.305,supported,10.549282414214023,supported
