pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,distance_held_out_loss,distance_held_out_spearman,distance_in_distribution_loss,distance_in_distribution_spearman,same_triangle_held_out_loss,same_triangle_held_out_accuracy,same_triangle_held_out_auc,same_triangle_in_distribution_loss,same_triangle_in_distribution_accuracy,same_triangle_in_distribution_auc
0.12815177069154962,0.04517376665081493,-0.0064700834032832225,0.005838987386512002,-0.002732622720292876,0.0,21.387110837426743,1,0.5303410291671753,0.07217192649841309,-0.0022243683586787633,0.07225851714611053,0.00039022494582030076,0.6100338101387024,0.8762515783309937,0.49616577859606525,0.6101723909378052,0.8762202858924866,0.4907905372538865
0.6065555104747948,0.41111770252025837,0.33799301644347135,0.015161286311653413,0.3173344051184316,0.0025,18.894500106603402,500,0.14817479252815247,0.01671546883881092,0.38406471421801325,0.016825096681714058,0.3848147644590737,0.22429896891117096,0.8935544490814209,0.920796218663319,0.22409163415431976,0.8925219178199768,0.9203959370458271
0.6810239642690067,0.5663956824836162,0.5005442541125158,0.017699177746243636,0.3764382236501985,0.0175,18.621273569213795,1000,0.006206214427947998,0.006503966171294451,0.8247581118887795,0.006524356547743082,0.8260733785682873,0.00012022454029647633,1.0,1.0,0.00011643683683359995,1.0,1.0
0.6855734461661007,0.625030670283211,0.5543593857537863,0.012565684980561228,0.39015105941206707,0.02875,17.418631986722332,1500,0.005056111142039299,0.0041719782166182995,0.8962402147147548,0.0041622198186814785,0.8975642661066705,0.002685282379388809,0.9993429183959961,0.9999615744976008,0.002783740172162652,0.9992490410804749,0.9999782639747117
0.6826323425879725,0.6525916617821589,0.5815613045510668,0.01326890467183048,0.4006271910320936,0.0425,16.998790049389648,2000,0.0018667136318981647,0.0018764726119115949,0.9594380513814719,0.0018277399940416217,0.9611793216419969,2.8532504074973986e-05,1.0,1.0,3.012858360307291e-05,1.0,1.0
0.6797034057602147,0.6645786910788144,0.5931744843256569,0.01605457975882054,0.408271139838794,0.04875,16.30210980920606,2500,0.0008113373187370598,0.0009803390130400658,0.98034533451813,0.0009293754119426012,0.9815060647873197,4.590971002471633e-05,0.9999687075614929,1.0,4.79275404359214e-05,0.9999687075614929,1.0
0.677959085995323,0.6702099529353134,0.5989029130885741,0.017558521520197476,0.4115807036962475,0.05625,15.512100461528098,3000,0.0004885559901595116,0.0006031133816577494,0.9877993354070389,0.0005850506713613868,0.988377468611166,9.180197957903147e-05,0.9999687075614929,1.0,0.00015355904179159552,0.9999687075614929,0.9999999819468228
0.6763073844865053,0.6757549508115211,0.6047181905204052,0.017848891009588787,0.4159734877916124,0.0675,15.218420899883077,3500,0.0004031830467283726,0.0004479743947740644,0.9916073658415366,0.0004257456457708031,0.9920674909025856,2.652640796441119e-05,1.0,1.0,0.00019267410971224308,0.9999374151229858,0.9999999819468228
0.6749057926744116,0.67948620258667,0.6085794067708312,0.018428279723658025,0.41919489012643824,0.07,14.510892341795396,4000,0.00039962452137842774,0.00038374584983102977,0.9923290821602885,0.00036369182635098696,0.9927575280234964,3.567902240320109e-05,1.0,1.0,7.620642008987488e-06,1.0,0.9999999999999999
0.6735837613787554,0.6849891731573114,0.6141741505717146,0.018995101646019023,0.42299867111339606,0.08,14.270771671193229,4500,0.00023098014935385436,0.00028357203700579703,0.9944040713363126,0.0002636997669469565,0.9948447603222386,4.69595797767397e-05,0.9999687075614929,1.0,6.461044449679321e-06,1.0,1.0
0.6716069262282996,0.6891228110714569,0.6185094616488083,0.018853535662071992,0.4262473410402622,0.0825,13.858804771221026,5000,0.0001795499847503379,0.0002319386985618621,0.9954695015391545,0.0002193991676904261,0.9957021846687437,0.00014790571003686637,0.9999061226844788,1.0,8.160177094396204e-05,0.9999687075614929,1.0
0.669269232535107,0.6940083330730848,0.6240155372292111,0.019244998300031027,0.4304049821109947,0.09625,13.605641375097084,5500,0.00021347311849240214,0.00024626546655781567,0.9953055992067281,0.00023690056696068496,0.9955147654890768,6.626430695177987e-05,0.9999687075614929,0.9999999999999999,2.3585625967825763e-05,1.0,1.0
0.6661779114671706,0.6991570248674907,0.6299951032311529,0.019874903644607984,0.43478842926619626,0.1,13.403673112293546,6000,0.00015014222299214453,0.00029290764359757304,0.9958097085652902,0.00027787528233602643,0.9960533357424374,5.1304417866049334e-05,1.0,1.0,1.7671311070444062e-05,1.0,1.0
0.6624789969008825,0.7043759222083011,0.6358950366108521,0.019592461263828093,0.4396242188881925,0.1075,13.171172216967403,6500,0.00019375332340132445,0.00022763616289012134,0.9957268275567527,0.00022033510322216898,0.9958519973173331,0.00018206822278443724,0.9999061226844788,1.0,0.00011410554725443944,0.9999687075614929,0.9999999819468228
0.6581592063604698,0.7076763169807778,0.640733543086687,0.02021956463598318,0.4448971322025968,0.1125,13.09207166059762,7000,0.0004293241072446108,0.00021051938529126346,0.9957350930660869,0.0002006685535889119,0.9958900686573172,0.00015894838725216687,0.9999687075614929,0.9999999729143545,0.00019766093464568257,0.9999061226844788,0.9999999548670572
0.6600218548938137,0.7098598466637907,0.6474230488335053,0.02115874740197784,0.4038440864900059,0.0825,14.674184463721776,7500,0.0022151933517307043,0.0025338204577565193,0.9429184363501449,0.002558452542871237,0.9428221098530791,0.0001655399100854993,0.9999687075614929,0.9999999729143545,6.141654739622027e-05,0.9999687075614929,1.0
