checkpoint,world,seed,relation_budget,distance_pair_seed,pair_split_seed,world_seed,data_order_seed,held_out_point_seed,pair_split_digest,held_out_pair_digest,point_split_digest,training_step,num_points,tasks,pca_explained_variance,probe_r2,cv_probe_r2_mean,cv_probe_r2_std,embedding_distance_spearman,nearest_recall,embedding_intrinsic_dimension,prediction_mae,prediction_rmse,prediction_pearson,prediction_spearman,held_out_pair_n_examples,held_out_pair_normalized_mae,held_out_pair_normalized_rmse,held_out_pair_mae,held_out_pair_rmse,held_out_pair_r2,held_out_pair_pearson,held_out_pair_spearman,training_pair_n_examples,training_pair_normalized_mae,training_pair_normalized_rmse,training_pair_mae,training_pair_rmse,training_pair_r2,training_pair_pearson,training_pair_spearman,distance_transformer_1_task_id,distance_transformer_2_task_id,distance_pair_id,distance_h1_id,distance_h2_id,distance_task_layer1_layer2_cka,distance_sequence_layer1_layer2_cka,distance_entity_token_cka_layer1,distance_entity_token_cka_layer2,distance_symmetry_mean,distance_symmetry_max
models\octahedron_distance_pairs10000_pairseed0_seed4_model.pt,octahedron,4,10000,0,0,0,0,0,3b0b47e878af3ef0c50b6be64de9ce5c8ca53d1fddfb4a911e0b1d2d5571cf61,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5162764191627502,0.9712397729823095,0.927896669197577,0.012370103931707257,0.948877506404775,0.2375,12.206927448084086,0.005117733031511307,0.006624079775065184,0.9982566237449646,0.9985680265680266,1000,0.005117733031511307,0.006624079775065184,0.016077832494829743,0.02081016035813751,0.9961409561408461,0.9982566237449646,0.9985680265680266,10000,0.0037180434446781874,0.004689388908445835,0.011680577971528681,0.014732149744598895,0.998112963968326,0.9992395043373108,0.9993215162911988,6.899193966644859,5.2839201278724905,5.2839201278724905,5.3230985971835825,5.219054785572128,0.9451356220836011,0.9407433901622443,0.11790299483854486,0.5473218445189023,2.446472713302228e-08,1.4901161193847656e-07
models\octahedron_distance_pairs20000_pairseed0_seed0_model.pt,octahedron,0,20000,0,0,0,0,0,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5117178559303284,0.9698788895855575,0.9272653315661475,0.007257807755394375,0.9400514853405149,0.33,9.763979594471236,0.004404837731271982,0.005627908278256655,0.998723030090332,0.9988815028815029,1000,0.004404837731271982,0.005627908278256655,0.013838205856819191,0.017680595302048286,0.9972143750710835,0.998723030090332,0.9988815028815029,20000,0.003998967353254557,0.005075013730674982,0.012563126458929935,0.01594362585315585,0.9977853989950961,0.9990230798721313,0.999165008495281,5.900258184928399,4.324186154270697,4.324186154270697,4.477798006754569,4.464198039085359,0.9208836445643102,0.9272945347758381,0.076298694103915,0.5102214535154905,2.0579994597369478e-08,1.341104507446289e-07
models\octahedron_distance_pairs20000_pairseed0_seed1_model.pt,octahedron,1,20000,0,0,0,0,0,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5294562578201294,0.9732159580011953,0.9380210446630299,0.008030183399220047,0.9471596181515962,0.2975,11.090671927639246,0.005963681265711784,0.007579853292554617,0.9983034729957581,0.9986240786240786,1000,0.005963681265711784,0.007579853292554617,0.01873545725271122,0.02381281141917799,0.9949469892488079,0.9983034729957581,0.9986240786240786,20000,0.005471793003380299,0.006879156455397606,0.017190144701383577,0.02161150738317192,0.995930964961565,0.9987230896949768,0.9989413491260946,5.617989160513979,4.294718024519949,4.294718024519949,4.350865363173437,4.41278650191363,0.9285383374035598,0.9378299009535037,0.21723473738771706,0.7780945220365337,2.2223218820727197e-08,1.1920928955078125e-07
models\octahedron_distance_pairs20000_pairseed0_seed2_model.pt,octahedron,2,20000,0,0,0,0,0,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5171576738357544,0.9745920137816884,0.9298839996058585,0.014018486202563334,0.9480098871480989,0.305,11.439291476092622,0.004626933950930834,0.005866811610758305,0.9986214637756348,0.9988279468279468,1000,0.004626933950930834,0.005866811610758305,0.014535941708889505,0.01843113225635359,0.9969728571550788,0.9986214637756348,0.9988279468279468,20000,0.004141141660511494,0.005248647648841143,0.013009780218137545,0.016489112894880673,0.9976312679209914,0.99892258644104,0.9990819173608241,5.976055285932213,4.490971288554397,4.490971288554397,4.469912254613852,4.557596517289346,0.928226465939917,0.9259916528401717,0.07442448006323722,0.3559724244669519,2.2817403078079224e-08,1.1920928955078125e-07
models\octahedron_distance_pairs20000_pairseed0_seed3_model.pt,octahedron,3,20000,0,0,0,0,0,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.528261661529541,0.9689393599343965,0.9271985484461215,0.00619559174907234,0.9434760783627608,0.305,10.549282414214023,0.005578695330768824,0.007070458959788084,0.998548686504364,0.9987631347631347,1000,0.005578695330768824,0.007070458959788084,0.017525988267759016,0.022212501925578377,0.9956033302838397,0.998548686504364,0.9987631347631347,20000,0.005297231953591108,0.006601421628147364,0.016641744989762935,0.02073897769023653,0.9962528936646784,0.9988712668418884,0.9990123945232743,5.9744720904612265,4.276309791755105,4.276309791755105,4.246158376243653,4.250632430196721,0.9599851753918642,0.9076718874275882,0.06711190882780196,0.4852727225848565,2.2395514776007985e-08,1.3783574104309082e-07
models\octahedron_distance_pairs20000_pairseed0_seed4_model.pt,octahedron,4,20000,0,0,0,0,0,8a11e3c8d8cb9469b0fca1ddea3f48711b3aab7a222a4d65c5dee3d47e0a9f7b,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5368726253509521,0.9765080956726474,0.9311740075264126,0.012615465964260567,0.9409118400731185,0.365,11.644239809312657,0.005285138264298439,0.006727748550474644,0.9987276196479797,0.998919542919543,1000,0.005285138264298439,0.006727748550474644,0.016603751544326285,0.02113584542137052,0.9960192201786933,0.9987276196479797,0.998919542919543,20000,0.005075057502835989,0.006341771688312292,0.015943763367455302,0.019923263346745636,0.9965418624258264,0.9989667534828186,0.9991336362198276,5.770444589131603,4.511076729201466,4.511076729201466,4.538301760285694,4.491838946504466,0.9485505048822154,0.917671375354977,0.08119380386207897,0.44924733197823724,2.505481155878897e-08,1.4901161193847656e-07
models\octahedron_distance_pairs40000_pairseed0_seed0_model.pt,octahedron,0,40000,0,0,0,0,0,ce5ef40a4190f01f98ecda7a5fff4e9621ae74cd47f2ac33a9f7483169322f91,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5030335187911987,0.969846097156053,0.9244644322588176,0.007364096853914831,0.92508799456688,0.3275,10.354714593967161,0.0039267390966415405,0.0050201695412397385,0.9988919496536255,0.9990566070566071,1000,0.0039267390966415405,0.0050201695412397385,0.012336214698572885,0.015771327750534005,0.997783512096829,0.9988919496536255,0.9990566070566071,40000,0.0036314567551016808,0.004629672504961491,0.011408557863656469,0.014544545130113674,0.9981471081100892,0.9990731477737427,0.9992059369710317,5.312661236303217,3.9187225035167463,3.9187225035167463,3.952027949632093,3.9236226477877443,0.9524796221313702,0.8973111446207319,0.08295950661468232,0.5181928904615288,2.125948661557686e-08,1.1920928955078125e-07
models\octahedron_distance_pairs40000_pairseed0_seed1_model.pt,octahedron,1,40000,0,0,0,0,0,ce5ef40a4190f01f98ecda7a5fff4e9621ae74cd47f2ac33a9f7483169322f91,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5371607542037964,0.9709509008144754,0.9300403515120769,0.0093896261697933,0.9480604573926046,0.395,9.627508980668152,0.005129965953528881,0.006552617531269789,0.9986841678619385,0.9988207108207109,1000,0.005129965953528881,0.006552617531269789,0.01611626335277209,0.020585655098020853,0.9962237711670341,0.9986841678619385,0.9988207108207109,40000,0.005045652389526367,0.006383256521075964,0.01585138447950382,0.020053591792591387,0.9964776369981776,0.9987869262695312,0.9989807533978428,4.939800401050976,4.081570083245752,4.081570083245752,4.076758485381044,4.0423468831647655,0.9190357495937441,0.9370430845399038,0.23752735832803495,0.7675253704079599,2.2328645599145602e-08,1.1920928955078125e-07
models\octahedron_distance_pairs40000_pairseed0_seed2_model.pt,octahedron,2,40000,0,0,0,0,0,ce5ef40a4190f01f98ecda7a5fff4e9621ae74cd47f2ac33a9f7483169322f91,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5350937247276306,0.9758428645994793,0.9283488416752119,0.010829985294787467,0.9470731794627317,0.3325,10.366009422302122,0.004871482495218515,0.00625886395573616,0.9984545111656189,0.9986640626640627,1000,0.004871482495218515,0.00625886395573616,0.015304213619069763,0.019662801023158673,0.9965547586804204,0.9984545111656189,0.9986640626640627,40000,0.004580478183925152,0.005831842310726643,0.014389996612547574,0.018321272960272944,0.9970599067473079,0.9986856579780579,0.9989092945688286,5.705084420405743,4.176717270930514,4.176717270930514,4.199331267514607,4.204005089913345,0.9695833019988249,0.920019329990494,0.05990763561510982,0.2890899581999664,2.2311880343295343e-08,1.4901161193847656e-07
models\octahedron_distance_pairs40000_pairseed0_seed3_model.pt,octahedron,3,40000,0,0,0,0,0,ce5ef40a4190f01f98ecda7a5fff4e9621ae74cd47f2ac33a9f7483169322f91,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.532272219657898,0.9686010762091074,0.9249238279961768,0.009343296024957695,0.9277883073738831,0.355,9.987476671454703,0.004065930377691984,0.005188480019569397,0.99906986951828,0.9992120552120553,1000,0.004065930377691984,0.005188480019569397,0.01277349700456471,0.016300090712776643,0.9976323965517864,0.99906986951828,0.9992120552120553,40000,0.0039602601900696754,0.005085467826575041,0.01244152431942701,0.0159764683640354,0.9977643112813228,0.9991404414176941,0.9992919970805073,5.41271430363812,3.9544627747775833,3.9544627747775833,3.8861606311735972,3.8501805135294855,0.9513316643787209,0.9037861176071874,0.1079975353312649,0.5218998176664051,2.1576509467990945e-08,1.1920928955078125e-07
models\octahedron_distance_pairs40000_pairseed0_seed4_model.pt,octahedron,4,40000,0,0,0,0,0,ce5ef40a4190f01f98ecda7a5fff4e9621ae74cd47f2ac33a9f7483169322f91,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5361151099205017,0.9744226190781166,0.9310992386771026,0.009162353798029927,0.9570913367709134,0.36,10.22297213715238,0.005644093733280897,0.0072183129377663136,0.9982254505157471,0.9985327075283058,1000,0.005644093733280897,0.0072183129377663136,0.017731443408647456,0.02267699889659881,0.9954175255216812,0.9982254505157471,0.9985327075283058,40000,0.00538159953430295,0.006849304307252169,0.0169067935615284,0.021517724093864342,0.9959445185217471,0.9984710216522217,0.9987535317050428,5.10789456663448,3.9405061471946032,3.9405061471946032,3.8895985281280203,3.974709401853715,0.9631650433184805,0.9201044273387446,0.07343657613855605,0.4011051037247276,2.574995150439463e-08,1.7881393432617188e-07
models\octahedron_distance_pairs78800_pairseed0_seed0_model.pt,octahedron,0,78800,0,0,0,0,0,2324849bd2e39571af4712d8d74315017ab48812099dc621536eb0b2943704c4,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5153880715370178,0.9736256711996856,0.9323629787093486,0.01074787705906195,0.9589122696731227,0.3625,9.924635328087533,0.003986915573477745,0.005126205738633871,0.9988905787467957,0.999014679014679,1000,0.003986915573477745,0.005126205738633871,0.012525264676120421,0.016104450289282007,0.9976888893103862,0.9988905787467957,0.999014679014679,78800,0.0038886249531060457,0.004962647799402475,0.012216475585243906,0.01559061786895637,0.9978717129003828,0.9989843368530273,0.999153686949825,5.038002284248675,3.86219459916035,3.86219459916035,3.9082845285465484,3.8202510492247455,0.9120166565599566,0.9090862583744199,0.08540550496606326,0.4586545911722817,2.0753592622213546e-08,1.1920928955078125e-07
models\octahedron_distance_pairs78800_pairseed0_seed1_model.pt,octahedron,1,78800,0,0,0,0,0,2324849bd2e39571af4712d8d74315017ab48812099dc621536eb0b2943704c4,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5669151544570923,0.970780358888881,0.9302069610569536,0.009717891289293897,0.9372197950201979,0.4,9.468832855727667,0.003715324681252241,0.0047827293165028095,0.9990270137786865,0.9991746751746753,1000,0.003715324681252241,0.0047827293165028095,0.01167203672432288,0.015025387284833758,0.9979882210046871,0.9990270137786865,0.9991746751746753,78800,0.0035288382787257433,0.0045065912418067455,0.011086172412151245,0.014157873937992175,0.9982449088112887,0.99916672706604,0.9992929177233516,4.916917097475907,3.9910169661836337,3.9910169661836337,4.003259953811104,4.060438809990076,0.9207518921858358,0.9276596247529723,0.2728869438971345,0.7472809982954247,2.231523410500813e-08,1.4901161193847656e-07
models\octahedron_distance_pairs78800_pairseed0_seed2_model.pt,octahedron,2,78800,0,0,0,0,0,2324849bd2e39571af4712d8d74315017ab48812099dc621536eb0b2943704c4,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5288183689117432,0.974983217982769,0.9330588434971068,0.011125206125528152,0.9538975556029755,0.3725,8.65407091919117,0.004801253322511911,0.006231878884136677,0.9983340501785278,0.9985692745692746,1000,0.004801253322511911,0.006231878884136677,0.015083582166027006,0.01957802492046514,0.99658440266383,0.9983340501785278,0.9985692745692746,78800,0.004496938083320856,0.00577863585203886,0.014127547646208967,0.018154119940535878,0.9971142812801608,0.9985792636871338,0.9987962754458434,5.290427747339088,4.080353564141471,4.080353564141471,4.015165499436156,4.046084000186662,0.9225576995377749,0.9058459157065787,0.07499148801513102,0.335512619365193,2.2671743593605242e-08,1.1920928955078125e-07
models\octahedron_distance_pairs78800_pairseed0_seed3_model.pt,octahedron,3,78800,0,0,0,0,0,2324849bd2e39571af4712d8d74315017ab48812099dc621536eb0b2943704c4,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5142938494682312,0.9664705325114876,0.922212906445577,0.00996740552321702,0.9396091096200911,0.3675,10.072841871661856,0.005574746988713741,0.006823922041803598,0.9990863800048828,0.9991339231339231,1000,0.005574746988713741,0.006823922041803598,0.01751358418536491,0.021437983355199645,0.9959045958369594,0.9990863800048828,0.9991339231339231,78800,0.005630625411868095,0.006864516995847225,0.01768913142904081,0.02156551616459592,0.9959278545590473,0.9991595149040222,0.9992928141726076,5.0165564109961185,3.7769533419090116,3.7769533419090116,3.784706738867616,3.795687270292298,0.9645316196272755,0.9020573773365979,0.09040732898098858,0.5427884295784047,2.2729393478471138e-08,1.341104507446289e-07
models\octahedron_distance_pairs78800_pairseed0_seed4_model.pt,octahedron,4,78800,0,0,0,0,0,2324849bd2e39571af4712d8d74315017ab48812099dc621536eb0b2943704c4,760c267b2494ac8700a239363d26a15faf2bd11bbee7fd3ffca4d432fe89c617,e1e5ca890c2be46503524efbfad86a6dbe27c1738e27ed4f629fec2e5e86928e,5000,400,distance,0.5289942026138306,0.9736202795626967,0.9312200850629653,0.00941307289903568,0.9545586829975867,0.4075,10.0112987042463,0.0038788137026131153,0.004867637995630503,0.9991654753684998,0.9991987111987113,1000,0.0038788137026131153,0.004867637995630503,0.012185652632772787,0.015292135767407332,0.9979161559728584,0.9991654753684998,0.9991987111987113,78800,0.0038099053781479597,0.004807513207197189,0.011969170746861872,0.015103248173766595,0.9980026952811841,0.9992466568946838,0.9993455498459997,5.018469771576115,3.8141921057962516,3.8141921057962516,3.8627990355126434,3.905946887193103,0.9364419186340819,0.921047705091931,0.12465352405594693,0.6077000847923205,2.4652480945519528e-08,1.4901161193847656e-07
