pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,same_triangle_held_out_loss,same_triangle_held_out_accuracy,same_triangle_held_out_auc,same_triangle_in_distribution_loss,same_triangle_in_distribution_accuracy,same_triangle_in_distribution_auc
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1,0.6666010618209839,0.6201820373535156,0.8762515783309937,0.5272272898712551,0.6201234459877014,0.8677409291267395,0.5631399405621849
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,500,0.04242122173309326,0.32469141483306885,0.9053504467010498,0.9235395972951371,0.05891627445816994,0.9772841334342957,0.9962473787376195
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1000,0.02327834814786911,0.4618273079395294,0.9123591780662537,0.9295620544552388,0.022688288241624832,0.9941802024841309,0.9996962058125136
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1500,0.005654532462358475,0.5998896956443787,0.9096057415008545,0.9299423414321671,0.0069048902951180935,0.9990613460540771,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,2000,0.002388325985521078,0.706527590751648,0.9102315306663513,0.9319047957618186,0.002118667121976614,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,2500,0.0007713971426710486,0.8173949718475342,0.908823549747467,0.9307221552228686,0.0012902602320536971,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,3000,0.0006276502972468734,0.872262179851532,0.9108260273933411,0.9317235973077771,0.0005603684112429619,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,3500,0.0002498735557310283,0.9210802316665649,0.9106069803237915,0.9320439031227717,0.00035094103077426553,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,4000,0.0001635671069379896,0.9747650623321533,0.911514401435852,0.9324160508632309,0.00024956828565336764,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,4500,0.00017613216186873615,1.0249303579330444,0.9108886122703552,0.9322561733264626,0.00014262682816479355,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,5000,6.528213998535648e-05,1.0765103101730347,0.9103879928588867,0.9321838817386547,9.075204434338957e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,5500,7.228025060612708e-05,1.1131870746612549,0.9106069803237915,0.9323910598409937,6.76130730425939e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,6000,4.709188942797482e-05,1.1474331617355347,0.9112640619277954,0.9327816348489332,4.474311936064623e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,6500,3.73605580534786e-05,1.1888519525527954,0.9115456938743591,0.9328850568719556,3.368085526744835e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,7000,1.2986306501261424e-05,1.2428922653198242,0.910481870174408,0.932185145735444,2.2873207853990607e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,7500,1.71265855897218e-05,1.2601679563522339,0.9110450744628906,0.932908671040547,1.6090403732960112e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,8000,3.1058748390933033e-06,1.2959015369415283,0.9110763669013977,0.9330687156054626,1.1539867955434602e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,8500,1.2120571227569599e-05,1.3297202587127686,0.9117021560668945,0.9331212346720641,8.58734711073339e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,9000,4.566932148009073e-06,1.366709589958191,0.9113892316818237,0.9330446319523491,6.653486252616858e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,9500,2.9871141578041716e-06,1.396243691444397,0.9117646813392639,0.9332382807747669,4.635307959688362e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,10000,7.963662028487306e-06,1.418229579925537,0.9122340679168701,0.933678702398953,3.5519053653843002e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,10500,6.3985821725509595e-06,1.4520485401153564,0.9120150208473206,0.9336105458863563,2.6239401904604165e-06,1.0,0.9999999999999999
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,11000,3.127908030364779e-06,1.4823790788650513,0.9121401906013489,0.9337873880657486,2.002033170356299e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,11500,1.4950560398574453e-06,1.5187556743621826,0.9115769863128662,0.933571551585402,1.5185773918346968e-06,1.0,0.9999999999999999
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,12000,6.11429868513369e-07,1.5442290306091309,0.9120776057243347,0.9339096165552883,1.0418636975373374e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,12500,1.1033409919036785e-06,1.5808918476104736,0.9122653603553772,0.933771673877091,8.643435762678564e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,13000,8.372607567252999e-07,1.6127902269363403,0.9116708636283875,0.933635749079483,6.131913892204466e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,13500,5.706618821932352e-07,1.6470372676849365,0.9117021560668945,0.9336158005015811,4.921572553939768e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,14000,2.950465329831786e-07,1.6691895723342896,0.9122965931892395,0.9340035224881957,3.513910940000642e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,14500,1.8581965832709102e-07,1.696983814239502,0.9120150208473206,0.9340359349772965,2.419410236598196e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,15000,1.2427986462171248e-07,1.7242790460586548,0.9121088981628418,0.9342034416375438,1.9443687904185936e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,15500,2.1938335237337014e-07,1.7518043518066406,0.9124530553817749,0.9343184879167549,1.5033711520118231e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,16000,1.0468062328072847e-07,1.7847130298614502,0.9121088981628418,0.9341702662360951,1.0110594672596562e-07,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,16500,1.2779665325979295e-07,1.8175849914550781,0.9119837284088135,0.9342096171647152,8.245884686175486e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,17000,4.429403333006121e-08,1.8509068489074707,0.9120463132858276,0.9341139055221085,6.072637148690774e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,17500,6.025919674357283e-08,1.8706716299057007,0.9123591780662537,0.9343735214341126,4.1034468267753255e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,18000,3.458669795008973e-08,1.8962690830230713,0.9124530553817749,0.9344594190445042,2.918469554913372e-08,1.0,0.9999999999999999
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,18500,2.8013070973997856e-08,1.9245647192001343,0.912171483039856,0.934424361190694,2.128516918276091e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,19000,1.0694789942533589e-08,1.9515361785888672,0.912484347820282,0.9344727000393419,1.3609619209375978e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,19500,8.764455827758866e-09,1.9796737432479858,0.9124530553817749,0.9344891681117987,1.1768661600797259e-08,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,20000,4.604028269739047e-09,2.0074615478515625,0.9125782251358032,0.9344616581245311,9.099673903278926e-09,1.0,1.0
