pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,distance_held_out_loss,distance_held_out_spearman,distance_in_distribution_loss,distance_in_distribution_spearman,same_triangle_held_out_loss,same_triangle_held_out_accuracy,same_triangle_held_out_auc,same_triangle_in_distribution_loss,same_triangle_in_distribution_accuracy,same_triangle_in_distribution_auc
0.12814490380103932,0.044991849274496995,-0.006566721391766809,0.0058475628373848305,-0.002885285362097636,0.0,21.352683438090157,1,0.19714269042015076,0.06916482746601105,-0.002884181401493509,0.06924767047166824,0.0004534887486635437,0.6171484589576721,0.8762515783309937,0.49504828806306256,0.6172657012939453,0.8762202858924866,0.4918421889823915
0.6055144321129894,0.6608553295753256,0.5834760637693053,0.009919789414783919,0.4824732629060983,0.02625,17.9477828515482,500,0.006566883064806461,0.006028350442647934,0.8467355285766586,0.006032351870089769,0.8476258128491356,0.0052651455625891685,0.9983729720115662,0.999964544890056,0.004842037800699472,0.9985294342041016,0.9999621244343397
0.6201611713951867,0.7733450012291443,0.6917243667229369,0.007864175175678325,0.5257846274686309,0.07,16.065318657210508,1000,0.0010432441486045718,0.001161416294053197,0.9759984962336409,0.0011611374793574214,0.9759203119438125,0.0003102845512330532,0.9999061226844788,1.0,0.00026794770383276045,0.9999687075614929,1.0
0.6229598405033262,0.8003634860809966,0.7173722422911902,0.008342406366881348,0.5371814766429109,0.1,14.909665190593307,1500,0.0003242018283344805,0.00039930304046720266,0.9921607109012703,0.00039087285404093564,0.9923823297887425,4.402615377330221e-05,1.0,1.0,5.9710582718253136e-05,1.0,1.0
0.6236591342952069,0.8084699528459759,0.7251945354366425,0.008768846174367744,0.5430699796857025,0.125,14.627826461741318,2000,0.001101675909012556,0.0006335530197247863,0.9872321239458157,0.0006283806287683547,0.9872762196119749,0.002352461451664567,0.9994680881500244,0.9999936439018589,0.0017339831683784723,0.9994680881500244,0.9999869204731548
0.641518320711733,0.8290882849969647,0.7528272849170851,0.009398120231812038,0.5365401142336926,0.12125,13.793142586896217,2500,0.000253418373176828,0.0002586233022157103,0.994975020170539,0.00025218105292879045,0.9951521365824965,4.195506335236132e-05,1.0,1.0,2.85664209513925e-05,1.0,1.0
0.6420902157557896,0.8366669564703813,0.7613476212454156,0.01053407014539,0.5424617515868743,0.135,13.391483019605145,3000,0.00021232350263744593,0.0002292905846843496,0.9965601357605153,0.00022077193716540933,0.9967161170963286,5.073115971754305e-05,1.0,0.9999999999999999,2.492290332156699e-05,1.0,1.0
0.6415134366095524,0.8419944663710185,0.7678424382890675,0.011121886198750142,0.5478144068808508,0.14125,13.264687958399636,3500,0.0001213771611219272,0.00014755077427253127,0.9972420818858392,0.00014011943130753934,0.9973577852366695,9.100478928303346e-05,0.9999687075614929,1.0,3.42716411978472e-05,1.0,1.0
0.6403991180137254,0.8480084459027851,0.7754995065146574,0.01136421286535692,0.5534525574609815,0.15375,12.918636669740131,4000,0.00015351964975707233,0.00016045795928221196,0.9974777055723755,0.00015422240539919585,0.9976044635158312,0.00013040160411037505,0.9999061226844788,0.9999999729143545,3.066095450776629e-05,1.0,1.0
0.6391439113336256,0.8500996042328239,0.7808867952974342,0.012571326644905265,0.5599361060750738,0.16625,12.82669831999414,4500,7.92701612226665e-05,0.00011781185457948595,0.9976927282616836,0.00011104175791842863,0.9978204766695395,0.00019831836107186973,0.9999061226844788,0.9999999729143545,5.7806395489024e-05,0.9999687075614929,1.0
0.6376211808714602,0.8524032084205936,0.7855010761865613,0.013176976999727906,0.5668161601141966,0.19,12.513370660384965,5000,9.134079300565645e-05,0.00011996829562122002,0.9977783271474662,0.00011765396629925817,0.997822653536124,0.00018319069931749254,0.9999061226844788,0.999999981942903,6.580563785973936e-05,0.9999687075614929,1.0
0.6357741959610254,0.8551583235745619,0.7916403548760007,0.01333643444748851,0.5733537970447692,0.205,11.777139144487068,5500,8.363150845980272e-05,0.00012796551163773984,0.9977890712295174,0.00012346073344815522,0.9978341965960781,0.00021265978284645826,0.9999061226844788,0.9999999909714514,6.823188596172258e-05,0.9999687075614929,1.0
0.6348003504246105,0.857828604889067,0.7978162071341565,0.013700248548215365,0.581329767175166,0.21625,11.365057960054225,6000,7.189370808191597e-05,9.257316560251638e-05,0.9981776785615546,8.799116767477244e-05,0.9982391732096402,0.00025203151744790375,0.9998748302459717,0.9999999909714514,8.748939580982551e-05,0.9999687075614929,0.9999999909734114
0.6401978732592194,0.8758748681858105,0.8320408411184872,0.01582136107751262,0.5550112815552278,0.17,12.185037670837131,6500,0.0002603094617370516,0.00025683233980089426,0.9948083798603482,0.0002445017744321376,0.995137578888084,4.0723058191360906e-05,1.0,1.0,1.8708769857767038e-05,1.0,1.0
0.6427180363565629,0.8842154691394911,0.8404315409321361,0.016448956599822002,0.5597336848677107,0.185,11.929304700336127,7000,9.353098721476272e-05,0.0001480102800996974,0.9971504413159823,0.00013929714623373002,0.9973067365398819,1.0833935448317789e-05,1.0,1.0,4.1492476157145575e-06,1.0,0.9999999999999999
0.6430794994191762,0.8872124351569705,0.8441704781637863,0.016087513218009417,0.5645855519851138,0.19375,11.904067454920986,7500,8.23505106382072e-05,0.00010873629798879847,0.9980972947477178,0.00010268299956806004,0.9982123503422722,6.5521981014171615e-06,1.0,1.0,3.1456522719963687e-06,1.0,1.0
0.6427205233965192,0.8899369870605411,0.8474378107939593,0.015856697015500208,0.5675136154387189,0.19625,11.837311846583647,8000,7.495680620195344e-05,9.806491289054975e-05,0.9981696626684119,9.326184226665646e-05,0.9982387462860591,3.923224085156107e-06,1.0,1.0,2.2184005956660258e-06,1.0,1.0
0.6417162458869229,0.890323651353717,0.8494238574384168,0.016402599354972715,0.5716800470050564,0.20625,11.667088649329036,8500,9.25894346437417e-05,0.00012871038052253425,0.9973787097530094,0.00012198296462884173,0.9974687224847468,1.193767002405366e-05,1.0,1.0,5.410396170191234e-06,1.0,1.0
0.6399461123869651,0.8915486118696488,0.852112340793207,0.016751079375838304,0.5763277083463918,0.2075,11.771735865051838,9000,6.29471251158975e-05,9.934301488101482e-05,0.998320394384089,9.589992259861901e-05,0.9983824365077413,4.536326014203951e-05,0.9999687075614929,1.0,1.5918809367576614e-05,1.0,1.0
0.6382500871576849,0.8921245718930414,0.8540149414362375,0.01696229961592141,0.5813209969254427,0.225,11.488127520938363,9500,6.872033554827794e-05,7.589980668853968e-05,0.9985900801321654,6.964246858842671e-05,0.9986688394515849,2.7215390218771063e-05,1.0,1.0,1.523408900538925e-05,1.0,1.0
0.635641038625026,0.8916600180398917,0.8552770367008767,0.016062731942375078,0.5853950113028762,0.22375,11.169600475383737,10000,5.228141162660904e-05,7.234866643557325e-05,0.9986150290113937,6.870663492009044e-05,0.9986862341523266,0.00012987590162083507,0.9999374151229858,0.9999999909714515,1.4793583432037849e-05,1.0,1.0
0.633983931667408,0.8930753642051952,0.8582427399481668,0.016249298100036724,0.5912505569417733,0.2425,11.133852416447784,10500,6.346328882500529e-05,7.259684207383543e-05,0.9986487079031272,6.810067861806601e-05,0.9987163264245563,0.00016521470388397574,0.9999687075614929,0.999999963885806,7.94166699051857e-05,0.9999687075614929,0.9999999909734115
0.6320732680865818,0.8932556211829177,0.8599880397227235,0.017167689881553882,0.5973723356937969,0.25875,11.207402959467716,11000,5.312911525834352e-05,7.03507976140827e-05,0.9987877314402237,6.718021904816851e-05,0.9988425909299192,0.0003225323453079909,0.9998748302459717,0.9999999368001605,8.794324094196782e-05,0.9999687075614929,1.0
