pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,same_triangle_held_out_loss,same_triangle_held_out_accuracy,same_triangle_held_out_auc,same_triangle_in_distribution_loss,same_triangle_in_distribution_accuracy,same_triangle_in_distribution_auc
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1,0.6715571880340576,0.6206524968147278,0.8762515783309937,0.5380634350331608,0.6214040517807007,0.8669273853302002,0.5306033236123215
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,500,0.024528302252292633,0.6224319934844971,0.8892990946769714,0.8818244935943576,0.024469729512929916,0.9955256581306458,0.9997806307956802
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1000,0.002875166479498148,1.0397509336471558,0.879067599773407,0.8825854648043479,0.0029225568287074566,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,1500,0.000693522859364748,1.2268542051315308,0.8790050148963928,0.8878892449898892,0.0007353146211244166,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,2000,0.0003657895140349865,1.3631727695465088,0.8786607980728149,0.8886139756062162,0.000325458066072315,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,2500,0.00015024498861748725,1.468196988105774,0.8798184990882874,0.8894420153887097,0.00017849280266091228,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,3000,0.00011509548494359478,1.5587289333343506,0.878692090511322,0.8895326575013357,0.00010191305045736954,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,3500,6.645251414738595e-05,1.640030860900879,0.8779098987579346,0.8897751778567624,6.390399357769638e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,4000,4.267838812666014e-05,1.7093467712402344,0.8778160214424133,0.890046503796166,4.215703665977344e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,4500,3.903988908859901e-05,1.7721315622329712,0.8774405717849731,0.890233606920924,2.8471940822782926e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,5000,1.6936075553530827e-05,1.8295085430145264,0.8779411911964417,0.8906346685879417,1.928424353536684e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,5500,8.53340588946594e-06,1.8943272829055786,0.8771276473999023,0.8904910559812894,1.4296000699687283e-05,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,6000,9.640509233577177e-06,1.9476598501205444,0.8768460750579834,0.890645083018632,9.974522072297987e-06,1.0,0.9999999999999999
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,6500,8.34572892927099e-06,1.9953535795211792,0.8768460750579834,0.8909885741461646,6.8361632656888105e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,7000,6.977085831749719e-06,2.0367867946624756,0.8775656819343567,0.8913912338662661,5.108303412271198e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,7500,3.230048605473712e-06,2.095238447189331,0.8767521977424622,0.8913341328113027,3.5646821743284818e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,8000,2.8234821911610197e-06,2.134558916091919,0.8774405717849731,0.8916735024064466,2.780951945169363e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,8500,1.12395628093509e-06,2.1860523223876953,0.8769399523735046,0.8916188661452229,1.9142223663948243e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,9000,1.751491481627454e-06,2.2345335483551025,0.8769711852073669,0.89157010746907,1.4041033864486963e-06,1.0,0.9999999999999999
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,9500,1.2098163324480993e-06,2.2726147174835205,0.8775343894958496,0.8919067007855515,1.0347488341722055e-06,1.0,1.0
0.6384605948377936,0.9764009732410888,0.973268042556732,0.0008827841670123156,0.8266027212690232,0.565,5.851101389782484,10000,4.1173342424372095e-07,2.3167548179626465,0.8774405717849731,0.8920299314439742,7.832023243281583e-07,1.0,1.0
