pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,held_out_loss,held_out_spearman,in_distribution_loss,in_distribution_spearman
0.602903041298589,1.0,-3.733679694412987,5.947080332713048,0.13030303030303028,0.2,8.225522416570175,1,0.25083547830581665,0.15641720592975616,-0.7999999999999999,0.07677241414785385,0.39999999999999997
0.7143795663097277,1.0,-3.554403676621548,5.724066043247369,0.6603425559947299,0.7,4.173936158671787,500,4.341188866718859e-14,0.004021901171654463,1.0,4.807265696626928e-14,1.0
0.7209354945713857,1.0,-3.533458893166472,5.697807421343544,0.7150197628458498,0.7,4.0416777937172705,1000,2.458792209836247e-07,0.003914115950465202,1.0,2.3106213120627217e-07,1.0
0.7209399784179327,1.0,-3.5334352097848716,5.697761574044224,0.7150197628458498,0.7,4.040209061530492,1500,1.8507764765196555e-14,0.0038915856275707483,1.0,1.582067810090848e-15,1.0
0.7209403531124114,1.0,-3.5334505583958964,5.697780050376541,0.7150197628458498,0.7,4.040397045333264,2000,3.840504303465053e-14,0.0038912883028388023,1.0,3.833044992518353e-14,1.0
0.7399862063003884,1.0,-3.4863428729788284,5.647444427817082,0.7545454545454544,0.7,4.319336238661672,2500,7.949370328663719e-15,0.003741190303117037,1.0,6.467049118441537e-15,1.0
0.7399834897471422,1.0,-3.4863660676238317,5.647471812874625,0.7545454545454544,0.7,4.319649321441361,3000,1.8764503839641122e-14,0.003741370514035225,1.0,1.2906342661267445e-14,1.0
0.7413066173511504,1.0,-3.4776650488281824,5.638060015473234,0.7754940711462449,0.7,4.411355180910973,3500,4.3898508010897785e-05,0.004149885382503271,1.0,0.0003105924988631159,1.0
0.7434431363803871,1.0,-3.4662191264260827,5.623849740864943,0.7816864295125163,0.7,4.307337624966499,4000,1.020581189004055e-14,0.004009980708360672,1.0,4.690692279041286e-15,1.0
0.7532549014901588,1.0,-3.42972516434993,5.578862581187822,0.8019762845849802,0.7,4.398707138303419,4500,7.70049718434862e-11,0.00531125720590353,1.0,2.425684653140081e-11,1.0
0.7532505770446738,1.0,-3.429756451993421,5.5788985898100085,0.8019762845849802,0.7,4.3989019034357195,5000,7.466683521473172e-15,0.0053119175136089325,1.0,2.0566881531181025e-14,1.0
0.7480046652940778,1.0,-3.419800691573621,5.565016471783183,0.8013175230566533,0.7,4.771966865251408,5500,1.200374244447744e-10,0.0059757838025689125,1.0,6.620919368316436e-10,1.0
0.7484747113586993,1.0,-3.4014623056903224,5.540570653452762,0.8138339920948616,0.7,5.279645855746718,6000,5.626623078569537e-08,0.005884947720915079,1.0,5.591142837602092e-08,1.0
0.7450245591170989,1.0,-3.3905272014918033,5.525174216667998,0.8162055335968379,0.7,5.426167302547307,6500,1.247796717507299e-06,0.00661693699657917,1.0,2.283511548739625e-06,1.0
0.7445905376852628,1.0,-3.372952068044019,5.5025538509895675,0.812911725955204,0.7,5.645042070592667,7000,1.820371053895542e-08,0.007196789141744375,1.0,1.1567216517960333e-08,1.0
0.7439291613877711,1.0,-3.364868867286634,5.492722622751932,0.8114624505928852,0.7,5.707916450665336,7500,1.9858383382143074e-07,0.007353887427598238,1.0,1.9275566387477738e-07,1.0
0.742297091786053,1.0,-3.343079772057467,5.462964099772722,0.8151515151515151,0.6,5.533777503135571,8000,1.028127599056461e-06,0.008130349218845367,1.0,1.1955395393670187e-06,1.0
0.7431592500577219,1.0,-3.3091199680497967,5.420385704884804,0.8222661396574439,0.7,6.127035421002385,8500,8.368005177672444e-10,0.008442025631666183,1.0,8.150657926364602e-10,1.0
0.7421508657715803,1.0,-3.297590188210382,5.405377978816743,0.8272727272727273,0.6,6.379106487629354,9000,6.349598038468685e-07,0.009020046330988407,1.0,1.701360048400602e-07,1.0
0.7417257487662624,1.0,-3.2799965316675874,5.379020054677634,0.8276679841897232,0.6,5.675546895410518,9500,4.8599754336464684e-06,0.009655911475419998,1.0,6.3729644352861214e-06,1.0
0.7408406069642808,1.0,-3.268923764980344,5.365936693597346,0.8367588932806324,0.6,5.947465531822386,10000,2.4106438445414824e-07,0.009906724095344543,1.0,4.6854776769578166e-07,1.0
0.7390772489726174,1.0,-3.247648426920647,5.337463877336597,0.8386034255599473,0.6,5.882979413495035,10500,1.964684201993805e-07,0.009557708166539669,1.0,2.0191002647607093e-07,1.0
0.7372830051486327,1.0,-3.2211747020543577,5.302940548044863,0.8476943346508563,0.6,6.151243004429446,11000,4.306250048102811e-05,0.011274972930550575,1.0,4.208401151117869e-05,1.0
0.7376527440152764,1.0,-3.2020196524270466,5.277720883815941,0.8416337285902503,0.6,6.305137860522505,11500,1.1018963519404679e-14,0.011386728845536709,1.0,3.1363800445660672e-15,1.0
0.7300363296579199,1.0,-3.1784652150384476,5.238443985832879,0.8478260869565217,0.6,6.819842138887987,12000,8.009719970614171e-11,0.010777708142995834,1.0,5.338754438533044e-11,1.0
0.728979730155999,1.0,-3.1614847670356845,5.218359741070378,0.8459815546772068,0.6,7.201444283161562,12500,9.475882301046568e-09,0.011334259994328022,1.0,1.6099939159630594e-08,1.0
0.7268920729498392,1.0,-3.154906039132236,5.2085768941744455,0.8442687747035573,0.6,7.407859501100718,13000,2.1858896559479035e-07,0.011437513865530491,1.0,4.355921419119113e-07,1.0
0.727020811063448,1.0,-3.1135878658160463,5.151345040086234,0.8428194993412385,0.6,6.351114494381026,13500,4.430672007060821e-08,0.01088033802807331,1.0,6.986241629647338e-08,1.0
0.7262605720290551,1.0,-3.102652821462528,5.140142086714839,0.8488801054018444,0.6,6.894261804442355,14000,3.503079382127794e-09,0.010673015378415585,1.0,7.050911410289018e-09,1.0
0.7258589931261943,1.0,-3.0938902868086764,5.129244443691512,0.8457180500658761,0.6,6.952396068197605,14500,7.633868648326825e-09,0.011811533942818642,1.0,2.3186004227682133e-09,1.0
0.7520456978414142,1.0,-2.7193025649920584,4.648911250020769,0.875889328063241,0.7,4.603739991802227,15000,8.617355717888131e-10,0.01488352008163929,0.7999999999999999,3.786257141147331e-10,1.0
0.7520452978057356,1.0,-2.719397817734736,4.649040345754623,0.875889328063241,0.7,4.603904204940822,15500,5.945764713910506e-15,0.014882116578519344,0.7999999999999999,4.9960036108132044e-15,1.0
0.752046188020325,1.0,-2.7194914125629337,4.649166390045467,0.875889328063241,0.7,4.6040527235840045,16000,7.475357138853056e-15,0.014881319366395473,0.7999999999999999,7.549516567451064e-15,1.0
0.7516417864064842,1.0,-2.7199105200817,4.6499177372972,0.8777338603425558,0.7,4.626332012381398,16500,1.1894620843833081e-09,0.01494068093597889,0.7999999999999999,2.4185942137933125e-09,1.0
0.7505577552930337,1.0,-2.7208897799594167,4.652811625162615,0.8828722002635047,0.7,4.656777775215188,17000,7.20409243371023e-09,0.014995102770626545,1.0,3.888906086046973e-09,1.0
0.7489617046944406,1.0,-2.7220729884211314,4.65493657316221,0.8827404479578392,0.7,4.715896620708648,17500,2.841108424911365e-13,0.015043583698570728,1.0,8.729128531115293e-14,1.0
0.7486018929624627,1.0,-2.7228116567838625,4.657672461618225,0.8818181818181817,0.7,4.771870768785199,18000,1.3009703314637022e-09,0.01516440324485302,1.0,2.350769856551693e-10,1.0
0.7468384538690422,1.0,-2.7231334719875053,4.659010309811288,0.8822134387351778,0.7,4.896279961702001,18500,1.0094789587578035e-14,0.015042462386190891,1.0,1.6986412276764895e-14,1.0
0.7439327808004219,1.0,-2.728626920122891,4.66819218885689,0.8812911725955204,0.7,4.930402279556237,19000,5.058397164248163e-06,0.01486053504049778,1.0,4.505703600443667e-06,1.0
0.7421770404304795,1.0,-2.7242102234671552,4.66133789488151,0.8802371541501975,0.7,5.134851390667244,19500,1.6278742798192525e-09,0.015128381550312042,1.0,1.3330115899989892e-09,1.0
0.7414638224928687,1.0,-2.718215931658022,4.653350294997066,0.8816864295125164,0.7,5.377413898364313,20000,1.2416970207596023e-07,0.01559596136212349,1.0,1.6620576914760932e-08,1.0
0.7401088881106195,1.0,-2.7161802419927144,4.650390708355115,0.8799736495388668,0.7,5.500357078774333,20500,3.1446486303821075e-08,0.015813257545232773,1.0,3.829700290225446e-08,1.0
0.7388258924375648,1.0,-2.711880955235837,4.645011604534583,0.8832674571805006,0.7,5.661773659169804,21000,1.7163945265075142e-10,0.015786804258823395,1.0,1.7775983462975375e-10,1.0
0.7366020960080214,1.0,-2.7046137761223514,4.633735735223037,0.8861660079051382,0.7,5.689739531198263,21500,2.940764992631628e-11,0.01554784644395113,1.0,6.303427224629843e-11,1.0
0.728673221744815,1.0,-2.684256229543726,4.596585444025539,0.8930171277997364,0.7,6.1981663340508675,22000,7.059132940412383e-07,0.014899425208568573,1.0,1.3960741398477694e-06,1.0
0.7285492294753786,1.0,-2.683767918588197,4.595325962908487,0.8930171277997364,0.7,6.227396761460353,22500,2.1434761521277323e-08,0.014992219395935535,1.0,6.236483329757903e-08,1.0
