pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss
0.4223439791973449,0.008466425721524605,-0.008749586338684117,0.004307309208299166,-0.0010698270196959493,0.00125,7.880155923776453,1,0.11160345375537872
0.6611728530350923,0.08993519151586105,0.04367389782341347,0.003461323067484339,0.10919262960519695,0.0025,7.54661770048598,500,0.02067587897181511
0.8065467433509701,0.3621307828740844,0.32178031690975173,0.008249417422371015,0.3675519885023161,0.035,6.932840474401262,1000,0.006797982845455408
0.7803776063005706,0.3641635277767831,0.329315089574282,0.013838729527978856,0.3399767871333117,0.0675,6.335970733345727,1500,0.006373253185302019
0.7621859424276302,0.4010331383464396,0.3628657647887757,0.013648622666926733,0.3206806438581815,0.1,6.119707397947285,2000,0.0038680844008922577
0.7659153071423594,0.4320529095722995,0.39067121931069393,0.011940017082995894,0.31594801691913477,0.14,5.444988767934877,2500,0.0013823644258081913
0.769805417504277,0.4560205133121503,0.4144189544289188,0.011354658326302024,0.3147348676453657,0.20125,4.788411255517985,3000,0.0010426852386444807
0.7720745279580166,0.47138076444290705,0.4309242448859223,0.01274857705292508,0.3147121948301954,0.22875,4.702887110206535,3500,0.0008177809650078416
0.7721702669076151,0.4776415702667706,0.4392043120575669,0.015078909599134216,0.314044023553986,0.25,4.592112718434152,4000,0.0006492504035122693
0.7743521358017245,0.483461844723883,0.4461426111260044,0.014340273546545976,0.3121306530994977,0.26,4.207385744640301,4500,0.0005578082054853439
0.7741199075662588,0.49012277581448094,0.45432582094383134,0.015130641331437591,0.3132146973952037,0.2925,4.270790333585553,5000,0.0004152229521423578
0.7749542039605679,0.4949126688180543,0.4603472281839089,0.013982666698234548,0.31201796109047997,0.29625,3.861839865393949,5500,0.00045379388029687107
0.7737918262901293,0.5026947788383973,0.46831163802734793,0.014004992758173782,0.31253722653257193,0.30375,3.950807368748266,6000,0.00035245256731286645
0.7711401236161358,0.507480238585746,0.4744220235643105,0.014717184863929525,0.3120858717049754,0.325,4.159282892654058,6500,0.0004164467682130635
0.7711143506089817,0.515057624669571,0.4821026334066086,0.014069988302574315,0.313896663907459,0.325,3.868227893517021,7000,0.0002778821508400142
0.7695189184637437,0.5192995093980509,0.4870564249612766,0.014016420119005899,0.3131191157990347,0.34625,3.8975707027060618,7500,0.0003010330838151276
0.7670237342666908,0.5239285920339453,0.4928286729278176,0.01484299151308376,0.31456160112701514,0.33375,4.096888658541108,8000,0.00029178254771977663
0.7645164298607643,0.5280946111463334,0.49784191644718073,0.0158996603802435,0.31625302554646895,0.34125,4.023631125822037,8500,0.00034011885873042047
0.7639970152471749,0.5316624550684791,0.5022997803114826,0.014100926051697287,0.31641213034138255,0.34625,4.028865253251537,9000,0.00037316465750336647
0.7615976071912656,0.5323511779770019,0.503934932693152,0.014326802895524541,0.3160450959312011,0.36375,4.084700178666199,9500,0.00025988032575696707
0.7599166098144219,0.5361207089535743,0.5082076085681919,0.014073421863427176,0.31820937146409717,0.34375,4.1366407749102985,10000,0.00025040307082235813
0.7586417269819308,0.5381119877038814,0.5110365991369962,0.01424942313811418,0.31784315700410015,0.36,3.9156856971830933,10500,0.00047684303717687726
0.7563297117538247,0.5403457409100547,0.5137300170907337,0.015357459862696307,0.3190675050328444,0.34375,4.001029603735182,11000,0.00019220085232518613
0.7556165153432,0.54264877991477,0.5163065504620675,0.014975244423521758,0.3196889934244791,0.35,4.036597375506217,11500,0.0004195671062916517
0.7534566066322123,0.5448948058429424,0.51936296483242,0.015512399262694416,0.32014189004205984,0.35875,3.9979267158148737,12000,0.00022961132344789803
0.7529219844592832,0.5464776027256505,0.5215634796695944,0.013983445614214312,0.32198187706332543,0.35625,3.8002000754846246,12500,0.00025133902090601623
0.7513861870683555,0.5487130976285132,0.5241562575632346,0.015050198447405311,0.32310631160340286,0.355,3.827248809238816,13000,0.00026293634437024593
0.7506241056604955,0.5519706843242482,0.5278767897964851,0.013414167507335054,0.32371093656685823,0.36625,3.7831661302275235,13500,0.00016097017214633524
0.7502021880154586,0.55586982053744,0.5319068215534172,0.012958391115147773,0.3252864243386906,0.36875,3.770489354958346,14000,0.00017380411736667156
0.7488412165204232,0.5572869025451631,0.5338315101788389,0.01415014200689772,0.3266723872621147,0.38,3.5548664303751947,14500,0.00020286149810999632
0.7480017901844702,0.5585904171470105,0.5354814471201887,0.013585933806034043,0.32697915283711015,0.37875,3.685312636808837,15000,0.0002562555600889027
0.7473596195006638,0.5604290076516011,0.5375813006727015,0.014008675135956527,0.328851101169588,0.385,3.6692188220017266,15500,0.00015656508912798017
0.7466821713446479,0.5630320996621195,0.5406384782889364,0.014391633248383138,0.3299120157312194,0.40125,3.6045496568857742,16000,0.00021280674263834953
0.7461203064847911,0.5633088365063907,0.5410843732282367,0.014372492016541605,0.3309685107191636,0.39375,3.653039969720158,16500,0.00020460723317228258
0.7463940990311961,0.565358920821794,0.5434052549312035,0.014631164221768198,0.3324228456634996,0.3975,3.6511576659671436,17000,0.00018359218665864319
0.7451552210920092,0.5665978256712928,0.5450697806035993,0.014020898321836568,0.3332057486169632,0.42125,3.438683399066013,17500,0.000174760862137191
0.7453106971689752,0.5686739659757677,0.5471567470925772,0.015511897218491312,0.33388956642508877,0.4025,3.5663499203726308,18000,0.00018902073497883976
0.7445524090237211,0.570884354067309,0.5496574308808837,0.014804653982404777,0.33559596186273005,0.43375,3.5233405689855974,18500,0.00018845191516447812
0.7441744085887366,0.5736598252725246,0.5529331131310202,0.014233423286095384,0.3376117231307275,0.4225,3.4626319914372305,19000,0.00017735375149641186
0.743930262841759,0.5747456130674158,0.554263594468588,0.014267688369826738,0.3376525679856913,0.42,3.4974943272419434,19500,0.00013116047193761915
0.7434269962483802,0.5752214355289772,0.5548388595074886,0.014367725428979843,0.338292661117903,0.4075,3.3894942102996684,20000,0.00022527523105964065
0.742859152494367,0.5770848427100757,0.5569929421761478,0.01428213825223914,0.3398095725400597,0.41875,3.4566116411359875,20500,0.00014249842206481844
0.7431452511112308,0.577374080112849,0.5574364882124935,0.013514828343687332,0.3403822086901315,0.4025,3.4269614800173254,21000,0.00019292383512947708
0.7419344118803313,0.5796093706590558,0.5599805597545658,0.014274685891624006,0.3409472808124171,0.4175,3.344823758312874,21500,0.00017616074183024466
