pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,held_out_loss,held_out_spearman,in_distribution_loss,in_distribution_spearman
0.27383063109320177,0.5226144409602236,-0.2069867000672696,0.2257532235914148,-0.007542762618913797,0.0,13.727746892627422,1,0.1645897775888443,0.07377564907073975,-0.05641710258045541,0.06358937174081802,0.1611282946043831
0.6004242081825325,0.985638206536628,0.10209120210029868,0.16194272262232123,0.8483795541054919,0.44,7.783151539078939,500,9.441138536203653e-05,0.00021941724116913974,0.99442206588439,9.677371417637914e-05,0.9978388452692519
0.6032677369887977,0.9868394033855468,0.11365542003808064,0.15931679352518982,0.8546750054018344,0.5,7.7195102714438635,1000,4.014366277260706e-05,0.0001452372089261189,0.9959355100934831,4.720774813904427e-05,0.998698019932852
0.6083421544438343,0.9866897086784254,0.12782751888715632,0.1562343808593296,0.8528448181882866,0.5,7.148755711001897,1500,1.4476741853286512e-05,0.00012357112427707762,0.9966624920279823,2.6337327653891407e-05,0.9991011711211565
0.618099462388276,0.9878551682384993,0.15237056124536993,0.15192275001990382,0.8570770755284168,0.58,6.557068321389911,2000,2.1306415874278173e-05,0.00013000245962757617,0.9964708331543416,2.3037851860863157e-05,0.9993655325561106
0.6213269289369978,0.9876757237361748,0.16706797098065468,0.14918976548922078,0.8547184681376628,0.58,6.170756472621693,2500,1.7844173271441832e-05,0.00011458365770522505,0.9965633581278233,9.598039468983188e-06,0.9997951198879106
0.6303774344850237,0.9877430384763501,0.19245762872550737,0.14413210689123865,0.8548674282110886,0.6,5.949640285390474,3000,4.277102107153041e-06,0.00010467922402312979,0.9966889277346912,4.985112354916055e-06,0.9997092024215505
0.6412951153186683,0.9882814444845532,0.22317993675879091,0.1378744564871186,0.8546250408809526,0.62,5.687069250841269,3500,4.852836354984902e-06,0.00010987185669364408,0.9966691009546594,4.2606875467754435e-06,0.9996232849551905
0.6411172690039402,0.987697607355306,0.23237116350711337,0.1358120850556129,0.8519930060115399,0.58,5.606271306216614,4000,4.6975361328804865e-05,0.00014680976164527237,0.9962923921340555,3.6833720514550805e-05,0.9989161181166891
0.6481426483215376,0.9880225477601483,0.2566321031193778,0.13067313504331607,0.853223338274951,0.66,5.418345361243928,4500,7.183848538261373e-06,0.00011396133777452633,0.9968541509016229,8.741390956856776e-06,0.9996431120628121
0.6562179808356035,0.9885475692062813,0.28713278430711964,0.12541197604714907,0.8523662254461328,0.6,5.296509425591416,5000,3.697814008774003e-06,0.000102576072094962,0.9969400669484274,4.201329375064233e-06,0.9997356385650459
0.6634808739502053,0.9885413327958807,0.3115314992081341,0.12103812943032762,0.8525836500995176,0.58,5.098802052366475,5500,5.598546977125807e-06,0.00010636261140462011,0.9970920722620045,5.899468305869959e-06,0.9997488566367935
0.6685734325689127,0.9888272850711398,0.33125945416526026,0.11848762563392624,0.8532220979745895,0.58,5.221529318207289,6000,1.8210817870567553e-05,0.00012278892972972244,0.996807888414882,2.390275949437637e-05,0.9995638036323259
0.6730684331686054,0.9888344409944434,0.35307101281230613,0.11559163895134422,0.8523593907383507,0.56,4.917901023596286,6500,3.189209019183181e-05,0.00011871796596096829,0.9967021455880458,2.3115400836104527e-05,0.9993126602691198
0.6761017527825728,0.9888075488609998,0.37396220579242845,0.11093979985761365,0.8520438583263648,0.54,4.723004822151456,7000,4.696669566328637e-05,0.00016917195171117783,0.9962857832073782,6.641044456046075e-05,0.9990615169059135
0.6834951633620276,0.9889866954538481,0.4065035047125799,0.10586325273780597,0.8530662118028288,0.56,4.8775715975977265,7500,5.700313977285987e-06,0.00011188866483280435,0.997164770455454,1.0778991054394282e-05,0.999821556031406
0.6893643316138358,0.989252078055027,0.435842693112808,0.1011055698037682,0.8535298164942975,0.58,4.777526250103452,8000,6.9584457378368825e-06,0.00010041597852250561,0.9969070223150409,6.195373316586483e-06,0.9997158114574245
0.6872525720035906,0.98881892286715,0.4381476252937081,0.10018064787988257,0.8522126175102992,0.56,4.797811338686441,8500,4.181242729828227e-06,9.40250902203843e-05,0.9971713793821314,7.128187462512869e-06,0.9998017289237845
0.6951895785445827,0.9891957392568717,0.47627429631928403,0.0935659619280044,0.8528503930120171,0.58,4.575392528274169,9000,1.3467333701555617e-06,9.353490167995915e-05,0.9972903400623222,3.440268301346805e-06,0.9998347741031536
0.6969743876405496,0.9896708129784758,0.4875368828925738,0.09210418910345716,0.8538162540709595,0.56,4.597453899803783,9500,8.370931027457118e-06,9.7089126938954e-05,0.9970788544086497,1.0663892680895515e-05,0.9994580590583444
0.6989578945392791,0.9890998888044813,0.5077366204617519,0.08904588812273544,0.8513956055505398,0.58,4.494960859893143,10000,3.7198851714492775e-06,8.722797792870551e-05,0.9973960828891585,5.724434686271707e-06,0.9997025933856767
0.7062430925064994,0.9891021869504142,0.5410373164911961,0.08379553081078592,0.8504769085448208,0.62,4.469593683913025,10500,3.5454002045298694e-06,8.698664169060066e-05,0.9974753900092854,4.890502623311477e-06,0.9997951198879106
0.7044256780068479,0.9889159344169668,0.5414762088403854,0.08356403994280008,0.8514275857161787,0.6,4.522593529222872,11000,1.1686329344229307e-06,8.504589641233906e-05,0.9974489543025765,8.05987269814068e-07,0.9999603457847568
0.708504588772844,0.9891945979426221,0.5674455415923049,0.07989230634748723,0.8536686191605516,0.6,4.507879530068033,11500,3.1418969115293294e-07,8.33342201076448e-05,0.9975018257159946,4.849812285101507e-07,0.9999603457847568
