pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,distance_held_out_loss,distance_held_out_spearman,distance_in_distribution_loss,distance_in_distribution_spearman
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,1,0.10751073807477951,0.07318874448537827,-0.07583354424717785,0.07237734645605087,-0.07895311287204922
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,500,0.008084801957011223,0.010297807864844799,0.6887026613385036,0.010087401606142521,0.7038851475016029
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,1000,0.008631698787212372,0.009569618850946426,0.7066137356329989,0.009108000434935093,0.7278586662095134
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,1500,0.008339231833815575,0.00928495917469263,0.7158076006793734,0.008756832219660282,0.7399271546046522
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,2000,0.008728519082069397,0.009378364309668541,0.715298849215855,0.00878581590950489,0.7414776546929074
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,2500,0.007733986712992191,0.009184087626636028,0.7212457989986384,0.0084563372656703,0.7530198268004575
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,3000,0.008613960817456245,0.00939461775124073,0.7232212884236905,0.008502021431922913,0.7556530604770817
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,3500,0.00806475430727005,0.009091993793845177,0.72856408811522,0.008200576528906822,0.762822271349587
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,4000,0.007694324944168329,0.009400378912687302,0.7315360348046038,0.008599620312452316,0.7654951923959521
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,4500,0.007325323298573494,0.009062008932232857,0.7276848623056116,0.00799395702779293,0.7705977804410382
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,5000,0.008509316481649876,0.009153627790510654,0.7284210597657224,0.007887453772127628,0.7755261543209742
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,5500,0.008134865202009678,0.009047798812389374,0.7349351192849896,0.007805141154676676,0.7798076640323475
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,6000,0.00744884368032217,0.009067224338650703,0.7338230484702496,0.007777908351272345,0.7816551836890678
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,6500,0.007029489614069462,0.009074429050087929,0.7321785611972789,0.007734833285212517,0.7815563338973675
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,7000,0.007229117676615715,0.009378250688314438,0.7274407305138785,0.00778098963201046,0.7810391292502791
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,7500,0.006699453108012676,0.009322558529675007,0.7298710759311581,0.007768677081912756,0.7839871706694925
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,8000,0.007678450085222721,0.009090114384889603,0.733705223288,0.007495859172195196,0.7912442231931601
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,8500,0.007467602379620075,0.008975973352789879,0.7373651875799448,0.007372457999736071,0.7958231224118598
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,9000,0.007026814855635166,0.009164190851151943,0.7308256728478727,0.007329195737838745,0.7954088428736945
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,9500,0.00546753965318203,0.009023262187838554,0.7367748933719058,0.007213884498924017,0.799685358835213
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,10000,0.00793092604726553,0.009109008125960827,0.7370045710557476,0.007371710613369942,0.797594807996072
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,10500,0.005744772031903267,0.008993289433419704,0.7400124823545151,0.007152492646127939,0.8018365415756914
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,11000,0.006106522865593433,0.008844477124512196,0.7436095109869396,0.006976068951189518,0.8079390044040151
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,11500,0.0061629158444702625,0.009037050418555737,0.7384037316600279,0.007146996445953846,0.8026257595698975
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,12000,0.006182804703712463,0.009020477533340454,0.7394984455645262,0.006972476840019226,0.808544500947243
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,12500,0.0059291464276611805,0.009049884043633938,0.7413780111254281,0.006983611267060041,0.8074596765808224
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,13000,0.006555675528943539,0.009096093475818634,0.7339934792003082,0.006985215935856104,0.8086900274239427
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,13500,0.0071350280195474625,0.00898361299186945,0.7481941976876431,0.0068803816102445126,0.814656556520105
0.7453676229637395,0.4151315315026946,0.34033913247854686,0.022890415903756532,0.3164870710568731,0.01,16.070783080786494,14000,0.0063220420852303505,0.009167253971099854,0.734003216095733,0.006991419475525618,0.8099227800697986
