pca_explained_variance,linear_r2,cv_r2_mean,cv_r2_std,distance_spearman,nn_recall,intrinsic_dim,step,loss,held_out_loss,held_out_spearman,in_distribution_loss,in_distribution_spearman
0.602580978526011,1.0,-3.7336218673425705,5.946978000872723,0.1341238471673254,0.2,8.576439585404973,1,0.26105064153671265,0.15651021897792816,-0.7999999999999999,0.07674501091241837,0.39999999999999997
0.7006902724196564,1.0,-3.559069547244728,5.711481009215053,0.6802371541501975,0.6,6.72034297315082,500,3.3225158735383786e-14,0.0092319305986166,0.7999999999999999,1.2656542480726785e-14,1.0
0.7006992859544721,1.0,-3.559073477577601,5.711485691087258,0.6802371541501975,0.6,6.720574667538258,1000,1.3710820673251689e-14,0.009231088683009148,0.7999999999999999,8.992806499463768e-15,1.0
0.7070976714833632,1.0,-3.5476629478758843,5.694962985598446,0.6822134387351778,0.6,7.014537264642058,1500,5.89688887997486e-14,0.01043067965656519,0.7999999999999999,1.2684298056342413e-14,1.0
0.7313071438652243,1.0,-3.50489813245387,5.632172929031407,0.7036890645586298,0.5,7.9079641949765715,2000,3.459801889427183e-13,0.015092012472450733,0.7999999999999999,7.142064717413632e-13,1.0
0.7313085960297775,1.0,-3.5049175979628324,5.632200707170574,0.7036890645586298,0.5,7.90812983872498,2500,1.3147035543559227e-14,0.01508793979883194,0.7999999999999999,6.356026815979021e-15,1.0
0.7350991018724047,1.0,-3.48871509374625,5.609790006543973,0.7031620553359683,0.5,8.084980576343941,3000,1.4153722531773383e-06,0.01713206246495247,0.7999999999999999,1.805874831006804e-06,1.0
0.7350097440326822,1.0,-3.4886061272717717,5.609536149953554,0.7031620553359683,0.5,8.079071989512492,3500,3.87516841532376e-13,0.0171191468834877,0.7999999999999999,9.282574708890934e-13,1.0
0.7396161675536539,1.0,-3.4422637503090243,5.550526607043363,0.7220026350461133,0.5,7.100224872542759,4000,8.085546121527898e-15,0.02111036330461502,0.7999999999999999,1.2101430968414206e-14,1.0
0.7396187711140669,1.0,-3.4422878619378947,5.550560050182816,0.7220026350461133,0.5,7.100333374077734,4500,6.320898665590491e-15,0.02110758051276207,0.7999999999999999,3.774758283725532e-15,1.0
0.7464319846014282,1.0,-3.3963288028917296,5.485975851145956,0.7723320158102764,0.5,6.391555031394069,5000,3.531477887896983e-10,0.01946595124900341,0.7999999999999999,8.436285003909916e-11,1.0
0.7464327374697822,1.0,-3.396361200109523,5.486023650905984,0.7723320158102764,0.5,6.391016133833642,5500,2.6117996654306808e-14,0.019467025995254517,0.7999999999999999,2.7644553313166398e-14,1.0
